id,judge_chosen,judge_rejected,judge_chosen_input_at_limit,judge_rejected_input_at_limit,judge_reference_correct,judge_reference_tie
test:1213,0.04359908401966095,0.02489594556391239,0.0,0.0,1.0,0.0
test:1214,0.03645496442914009,0.04094652459025383,0.0,0.0,0.0,0.0
test:1218,0.025992920622229576,0.03329797461628914,0.0,0.0,0.0,0.0
test:1221,0.02053280733525753,0.0224005039781332,0.0,0.0,0.0,0.0
test:1225,0.027426064014434814,0.02696390263736248,0.0,0.0,1.0,0.0
test:1227,0.04681151360273361,0.04481379687786102,0.0,0.0,1.0,0.0
test:123,0.02230161800980568,0.027108781039714813,0.0,0.0,0.0,0.0
test:1230,0.03193465247750282,0.02369409054517746,0.0,0.0,1.0,0.0
test:1231,0.028346046805381775,0.018615128472447395,0.0,0.0,1.0,0.0
test:1236,0.03589646518230438,0.029405152425169945,0.0,0.0,1.0,0.0
test:1238,0.025139382109045982,0.022436439990997314,0.0,0.0,1.0,0.0
test:1240,0.043346717953681946,0.04200941324234009,0.0,0.0,1.0,0.0
test:1244,0.03441997617483139,0.013231064192950726,0.0,0.0,1.0,0.0
test:1246,0.044632624834775925,0.050974033772945404,0.0,0.0,0.0,0.0
test:1248,0.045304179191589355,0.0015171492705121636,0.0,0.0,1.0,0.0
test:125,0.02136804535984993,0.019986532628536224,0.0,0.0,1.0,0.0
test:1251,0.016960326582193375,0.020999129861593246,0.0,0.0,0.0,0.0
test:1252,0.024492505937814713,0.039362430572509766,0.0,0.0,0.0,0.0
test:1257,0.01725025475025177,0.01969827339053154,0.0,0.0,0.0,0.0
test:1267,0.029304075986146927,0.025785543024539948,0.0,0.0,1.0,0.0
test:1279,0.03613991662859917,0.03790043666958809,0.0,0.0,0.0,0.0
test:128,0.027504287660121918,0.03508080914616585,0.0,0.0,0.0,0.0
test:1282,0.032222773879766464,0.027866756543517113,0.0,0.0,1.0,0.0
test:130,0.06005735695362091,0.05849051475524902,0.0,0.0,1.0,0.0
test:1302,0.030513236299157143,0.02575266733765602,0.0,0.0,1.0,0.0
test:1310,0.039855387061834335,0.04417217895388603,0.0,0.0,0.0,0.0
test:1313,0.043404094874858856,0.0364898256957531,0.0,0.0,1.0,0.0
test:1316,0.023766884580254555,0.013675548136234283,0.0,0.0,1.0,0.0
test:133,0.01749473065137863,0.013299395330250263,0.0,0.0,1.0,0.0
test:1330,0.03229430317878723,0.028479333966970444,0.0,0.0,1.0,0.0
test:1331,0.04757033288478851,0.03740161657333374,0.0,0.0,1.0,0.0
test:1343,0.029759814962744713,0.0327637642621994,0.0,0.0,0.0,0.0
test:1380,0.04202079400420189,0.04231655225157738,0.0,0.0,0.0,0.0
test:1390,0.030279211699962616,0.028438780456781387,0.0,0.0,1.0,0.0
test:1395,0.052906136959791183,0.042692650109529495,0.0,0.0,1.0,0.0
test:1405,0.03310133144259453,0.023163385689258575,0.0,0.0,1.0,0.0
test:1408,0.05739288404583931,0.04834455996751785,0.0,0.0,1.0,0.0
test:1413,0.033864352852106094,0.028227176517248154,0.0,0.0,1.0,0.0
test:1418,0.03530656173825264,0.033098701387643814,0.0,0.0,1.0,0.0
test:1424,0.03208855912089348,0.023851264268159866,0.0,0.0,1.0,0.0
test:1431,0.024643322452902794,0.029579220339655876,0.0,0.0,0.0,0.0
test:1433,0.02725430577993393,0.016944510862231255,0.0,0.0,1.0,0.0
test:1441,0.05181339383125305,0.021747170016169548,0.0,0.0,1.0,0.0
test:1445,0.07220671325922012,0.06581086665391922,0.0,0.0,1.0,0.0
test:1454,0.05050847679376602,0.06514164805412292,0.0,0.0,0.0,0.0
test:1456,0.0406775176525116,0.03568048030138016,0.0,0.0,1.0,0.0
test:1458,0.03792406618595123,-0.013834042474627495,0.0,0.0,1.0,0.0
test:1481,0.01904454082250595,0.02078063413500786,0.0,0.0,0.0,0.0
test:1483,0.027438048273324966,0.018812334164977074,0.0,0.0,1.0,0.0
test:1488,0.020287062972784042,0.02763660065829754,0.0,0.0,0.0,0.0
test:15,0.03373623266816139,0.06360441446304321,0.0,0.0,0.0,0.0
test:1503,0.04475301131606102,0.032672520726919174,0.0,0.0,1.0,0.0
test:1507,0.06190505251288414,0.046463336795568466,0.0,0.0,1.0,0.0
test:1513,0.019915973767638206,0.025100070983171463,0.0,0.0,0.0,0.0
test:1515,0.030419640243053436,0.03410397842526436,0.0,0.0,0.0,0.0
test:1521,0.024079149588942528,0.02293907105922699,0.0,0.0,1.0,0.0
test:1525,0.022072654217481613,0.02648376300930977,0.0,0.0,0.0,0.0
test:153,0.031286630779504776,0.040125772356987,0.0,0.0,0.0,0.0
test:1536,0.010979469865560532,0.018688982352614403,0.0,0.0,0.0,0.0
test:1544,0.030310029163956642,0.027767017483711243,0.0,0.0,1.0,0.0
test:1553,0.05189308524131775,0.036575548350811005,0.0,0.0,1.0,0.0
test:1556,0.021890928968787193,0.031628306955099106,0.0,0.0,0.0,0.0
test:1558,0.059598345309495926,0.06346407532691956,0.0,0.0,0.0,0.0
test:1563,0.027700457721948624,0.02881765179336071,0.0,0.0,0.0,0.0
test:1566,0.0446927584707737,0.04029301181435585,0.0,0.0,1.0,0.0
test:1574,0.027601858600974083,0.04280906170606613,0.0,0.0,0.0,0.0
test:1575,0.033936403691768646,0.026178302243351936,0.0,0.0,1.0,0.0
test:158,0.04516735300421715,0.04767586290836334,0.0,0.0,0.0,0.0
test:1589,0.03172814100980759,0.029096750542521477,0.0,0.0,1.0,0.0
test:1607,0.010678359307348728,0.014076083898544312,0.0,0.0,0.0,0.0
test:1608,0.031852301210165024,0.02368340641260147,0.0,0.0,1.0,0.0
test:1617,0.016930945217609406,0.012295149266719818,0.0,0.0,1.0,0.0
test:162,0.038535457104444504,0.03981546312570572,0.0,0.0,0.0,0.0
test:1623,0.02869616448879242,0.031508032232522964,0.0,0.0,0.0,0.0
test:1633,0.030375860631465912,0.03204607963562012,0.0,0.0,0.0,0.0
test:1638,0.028568774461746216,0.025720244273543358,0.0,0.0,1.0,0.0
test:1639,0.012345847673714161,0.01274794526398182,0.0,0.0,0.0,0.0
test:1644,0.03148322552442551,0.03970971331000328,0.0,0.0,0.0,0.0
test:1652,0.04584162309765816,0.049088094383478165,0.0,0.0,0.0,0.0
test:1659,0.01894564926624298,0.018922319635748863,0.0,0.0,1.0,0.0
test:1664,0.03640042245388031,0.029690224677324295,0.0,0.0,1.0,0.0
test:1667,0.026412777602672577,0.024482131004333496,0.0,0.0,1.0,0.0
test:1673,0.038494523614645004,0.03712281212210655,0.0,0.0,1.0,0.0
test:1675,0.023272579535841942,0.021734239533543587,0.0,0.0,1.0,0.0
test:1684,0.036126960068941116,0.03402604162693024,0.0,0.0,1.0,0.0
test:1687,0.02209591306746006,0.023016884922981262,0.0,0.0,0.0,0.0
test:17,0.031544994562864304,0.047630295157432556,0.0,0.0,0.0,0.0
test:1713,0.02339143492281437,0.0362585186958313,0.0,0.0,0.0,0.0
test:1715,0.038369737565517426,0.038708142936229706,0.0,0.0,0.0,0.0
test:1718,0.042125359177589417,0.04166904091835022,0.0,0.0,1.0,0.0
test:1721,0.02210959792137146,0.020747873932123184,0.0,0.0,1.0,0.0
test:1722,0.045659251511096954,0.045163705945014954,0.0,0.0,1.0,0.0
test:1729,0.040913715958595276,0.029674947261810303,0.0,0.0,1.0,0.0
test:1732,0.060607343912124634,0.03425855562090874,0.0,0.0,1.0,0.0
test:1735,0.022884024307131767,0.015983950346708298,0.0,0.0,1.0,0.0
test:1745,0.036397114396095276,0.036690980195999146,0.0,0.0,0.0,0.0
test:1749,0.028216378763318062,0.02505638264119625,0.0,0.0,1.0,0.0
test:1753,0.030989373102784157,0.03487527742981911,0.0,0.0,0.0,0.0
test:1760,0.01980210654437542,0.02094239741563797,0.0,0.0,0.0,0.0
test:1764,0.060684822499752045,0.03225678578019142,0.0,0.0,1.0,0.0
test:177,0.026380395516753197,0.024590233340859413,0.0,0.0,1.0,0.0
test:1770,0.021050570532679558,0.009758824482560158,0.0,0.0,1.0,0.0
test:1783,0.03455617278814316,0.007660418748855591,0.0,0.0,1.0,0.0
test:1784,0.019300537183880806,0.02228810079395771,0.0,0.0,0.0,0.0
test:1787,0.03150687366724014,0.040028899908065796,0.0,0.0,0.0,0.0
test:179,0.0593220479786396,0.0046952576376497746,0.0,0.0,1.0,0.0
test:1790,0.02344462275505066,0.01525814551860094,0.0,0.0,1.0,0.0
test:1795,0.03709864988923073,0.026917263865470886,0.0,0.0,1.0,0.0
test:1797,0.026317769661545753,0.02208745665848255,0.0,0.0,1.0,0.0
test:180,0.01634923182427883,0.014757297933101654,0.0,0.0,1.0,0.0
test:1805,0.04515606537461281,0.022649627178907394,0.0,0.0,1.0,0.0
test:1807,0.02630077861249447,0.030121836811304092,0.0,0.0,0.0,0.0
test:1818,0.039484765380620956,0.03346621245145798,0.0,0.0,1.0,0.0
test:1819,0.055540814995765686,0.029356610029935837,0.0,0.0,1.0,0.0
test:1824,0.030458109453320503,0.01124571356922388,0.0,0.0,1.0,0.0
test:1836,0.04550032690167427,0.05053986236453056,0.0,0.0,0.0,0.0
test:1842,0.04115334525704384,0.03280927240848541,0.0,0.0,1.0,0.0
test:1845,0.03943882882595062,0.036258019506931305,0.0,0.0,1.0,0.0
test:1848,0.039306383579969406,0.037506185472011566,0.0,0.0,1.0,0.0
test:1849,0.030934378504753113,0.029329700395464897,0.0,0.0,1.0,0.0
test:1853,0.027209492400288582,0.024625375866889954,0.0,0.0,1.0,0.0
test:1855,0.035768069326877594,0.04020359367132187,0.0,0.0,0.0,0.0
test:1860,0.019270537421107292,0.009800916537642479,0.0,0.0,1.0,0.0
test:1868,0.021604401990771294,0.02594667673110962,0.0,0.0,0.0,0.0
test:1869,0.05381469056010246,0.010453087277710438,0.0,0.0,1.0,0.0
test:1870,0.022617213428020477,0.0237162783741951,0.0,0.0,0.0,0.0
test:1881,0.05140937864780426,0.0469571016728878,0.0,0.0,1.0,0.0
test:1882,0.03148554265499115,0.046210676431655884,0.0,0.0,0.0,0.0
test:1887,0.01646612584590912,0.019997280091047287,0.0,0.0,0.0,0.0
test:1899,0.022008487954735756,0.021332111209630966,0.0,0.0,1.0,0.0
test:1901,0.03465048223733902,0.034519877284765244,0.0,0.0,1.0,0.0
test:1902,0.031550854444503784,0.03514090180397034,0.0,0.0,0.0,0.0
test:1915,0.07186120748519897,0.003955898340791464,0.0,0.0,1.0,0.0
test:1917,0.02839893475174904,0.02954145520925522,0.0,0.0,0.0,0.0
test:192,0.03440627083182335,0.04298889636993408,0.0,0.0,0.0,0.0
test:1920,0.06104050204157829,0.048119883984327316,0.0,0.0,1.0,0.0
test:1928,0.06216741353273392,0.0333951972424984,0.0,0.0,1.0,0.0
test:1933,0.02644936367869377,0.011243571527302265,0.0,0.0,1.0,0.0
test:1937,0.03694571182131767,0.03979525342583656,0.0,0.0,0.0,0.0
test:1941,0.03575668856501579,0.03313988447189331,0.0,0.0,1.0,0.0
test:1947,0.042582765221595764,0.03969439119100571,0.0,0.0,1.0,0.0
test:195,0.015635831281542778,0.01548827439546585,0.0,0.0,1.0,0.0
test:196,0.04744129627943039,0.050325408577919006,0.0,0.0,0.0,0.0
test:1978,0.07490245997905731,0.08392030000686646,0.0,0.0,0.0,0.0
test:1982,0.015600311569869518,0.015360087156295776,0.0,0.0,1.0,0.0
test:1988,0.027458572760224342,0.02487342618405819,0.0,0.0,1.0,0.0
test:1994,0.04459434747695923,0.04025927931070328,0.0,0.0,1.0,0.0
test:1996,0.035277266055345535,0.02914772927761078,0.0,0.0,1.0,0.0
test:2003,0.023637790232896805,0.03277665376663208,0.0,0.0,0.0,0.0
test:2007,0.03491077944636345,0.042699601501226425,0.0,0.0,0.0,0.0
test:2008,0.036794260144233704,0.04102177545428276,0.0,0.0,0.0,0.0
test:2014,0.04973631724715233,0.042747434228658676,0.0,0.0,1.0,0.0
test:2034,0.035508617758750916,0.03852696344256401,0.0,0.0,0.0,0.0
test:2047,0.03559940308332443,0.029182162135839462,0.0,0.0,1.0,0.0
test:205,0.045384448021650314,0.03670845180749893,0.0,0.0,1.0,0.0
test:2056,0.04749255254864693,0.040522560477256775,0.0,0.0,1.0,0.0
test:2062,0.04958822950720787,0.041687577962875366,0.0,0.0,1.0,0.0
test:2064,0.016910359263420105,0.023172518238425255,0.0,0.0,0.0,0.0
test:2079,0.021732566878199577,0.019817078486084938,0.0,0.0,1.0,0.0
test:2091,0.049485914409160614,0.04214392229914665,0.0,0.0,1.0,0.0
test:2093,0.044616714119911194,0.04153711348772049,0.0,0.0,1.0,0.0
test:210,0.02434711530804634,0.023544324561953545,0.0,0.0,1.0,0.0
test:2105,0.09977655112743378,0.1140793189406395,0.0,0.0,0.0,0.0
test:2108,0.05363290756940842,0.04778924584388733,0.0,0.0,1.0,0.0
test:213,0.05578002706170082,0.02882612682878971,0.0,0.0,1.0,0.0
test:2130,0.02573155239224434,0.026581326499581337,0.0,0.0,0.0,0.0
test:2144,0.031340133398771286,0.019333908334374428,0.0,0.0,1.0,0.0
test:2145,0.04416481405496597,0.011256142519414425,0.0,0.0,1.0,0.0
test:2149,0.04798242449760437,0.030489496886730194,0.0,0.0,1.0,0.0
test:2160,0.03798448294401169,0.031420327723026276,0.0,0.0,1.0,0.0
test:2161,0.019019167870283127,0.016466880217194557,0.0,0.0,1.0,0.0
test:2162,0.012723518535494804,0.0001363348710583523,0.0,0.0,1.0,0.0
test:2166,0.0534508116543293,0.026006989181041718,0.0,0.0,1.0,0.0
test:2168,0.049067962914705276,0.02239176258444786,0.0,0.0,1.0,0.0
test:2172,0.08633050322532654,0.06197468191385269,0.0,0.0,1.0,0.0
test:2176,0.01974206231534481,0.0195716954767704,0.0,0.0,1.0,0.0
test:2182,0.050655607134103775,0.04830795153975487,0.0,0.0,1.0,0.0
test:220,0.02969576045870781,0.026866592466831207,0.0,0.0,1.0,0.0
test:2202,0.018550893291831017,0.023374482989311218,0.0,0.0,0.0,0.0
test:2205,0.036767035722732544,0.040840502828359604,0.0,0.0,0.0,0.0
test:2207,0.04054011404514313,0.038929570466279984,0.0,0.0,1.0,0.0
test:2221,0.034367885440588,0.04109180346131325,0.0,0.0,0.0,0.0
test:2222,0.06312812119722366,0.07751938700675964,0.0,0.0,0.0,0.0
test:2225,0.03382427617907524,0.03418009355664253,0.0,0.0,0.0,0.0
test:2227,0.027278155088424683,0.021907862275838852,0.0,0.0,1.0,0.0
test:2230,0.041089288890361786,0.046100202947854996,0.0,0.0,0.0,0.0
test:2233,0.05528062582015991,0.07279399782419205,0.0,0.0,0.0,0.0
test:2243,0.04976780340075493,0.0423014871776104,0.0,0.0,1.0,0.0
test:225,0.029606230556964874,0.025335364043712616,0.0,0.0,1.0,0.0
test:2251,0.028710100799798965,0.02169742062687874,0.0,0.0,1.0,0.0
test:2255,0.05686546117067337,0.01667095348238945,0.0,0.0,1.0,0.0
test:2256,0.0323498360812664,0.025482874363660812,0.0,0.0,1.0,0.0
test:2262,0.032803162932395935,0.03239752724766731,0.0,0.0,1.0,0.0
test:2265,0.018142802640795708,0.02050267904996872,0.0,0.0,0.0,0.0
test:2280,0.037636566907167435,0.03847773000597954,0.0,0.0,0.0,0.0
test:2291,0.034346360713243484,0.020998036488890648,0.0,0.0,1.0,0.0
test:2292,0.010466779582202435,0.01677709072828293,0.0,0.0,0.0,0.0
test:236,0.05651416257023811,0.05529411882162094,0.0,0.0,1.0,0.0
test:243,0.023873627185821533,0.033241309225559235,0.0,0.0,0.0,0.0
test:257,0.02625417336821556,0.028815584257245064,0.0,0.0,0.0,0.0
test:279,0.029480241239070892,0.020731862634420395,0.0,0.0,1.0,0.0
test:284,0.11077263206243515,0.05875546485185623,0.0,0.0,1.0,0.0
test:287,0.03991534188389778,0.020921975374221802,0.0,0.0,1.0,0.0
test:295,0.0335477776825428,0.01442804466933012,0.0,0.0,1.0,0.0
test:298,0.03160490095615387,0.03343015909194946,0.0,0.0,0.0,0.0
test:304,0.02007032372057438,0.024206064641475677,0.0,0.0,0.0,0.0
test:307,0.010779356583952904,0.00804467685520649,0.0,0.0,1.0,0.0
test:312,0.04614952579140663,0.03171948343515396,0.0,0.0,1.0,0.0
test:327,0.05113993585109711,0.04048901051282883,0.0,0.0,1.0,0.0
test:328,0.03176862373948097,0.02254372276365757,0.0,0.0,1.0,0.0
test:350,0.013711749576032162,0.020310744643211365,0.0,0.0,0.0,0.0
test:351,0.020710501819849014,0.01681005023419857,0.0,0.0,1.0,0.0
test:354,0.05962434783577919,0.04777444154024124,0.0,0.0,1.0,0.0
test:355,0.020613476634025574,0.019033605232834816,0.0,0.0,1.0,0.0
test:359,0.03133486211299896,0.03780696541070938,0.0,0.0,0.0,0.0
test:364,0.031096089631319046,0.04715454950928688,0.0,0.0,0.0,0.0
test:367,0.025999369099736214,0.01384661253541708,0.0,0.0,1.0,0.0
test:37,0.07070042192935944,0.040690869092941284,0.0,0.0,1.0,0.0
test:374,0.027998296543955803,0.03173096477985382,0.0,0.0,0.0,0.0
test:375,0.028721841052174568,0.015380015596747398,0.0,0.0,1.0,0.0
test:376,0.05307251587510109,0.04932393878698349,0.0,0.0,1.0,0.0
test:378,0.026552844792604446,0.015539534389972687,0.0,0.0,1.0,0.0
test:392,0.02213100716471672,0.028466351330280304,0.0,0.0,0.0,0.0
test:394,0.026846107095479965,0.0019416104769334197,0.0,0.0,1.0,0.0
test:397,0.01863616146147251,0.015454663895070553,0.0,0.0,1.0,0.0
test:4,0.06005191057920456,0.06422516703605652,0.0,0.0,0.0,0.0
test:404,0.02251308038830757,0.01676805689930916,0.0,0.0,1.0,0.0
test:413,0.012767428532242775,0.03363896533846855,0.0,0.0,0.0,0.0
test:42,0.01894097402691841,0.033976659178733826,0.0,0.0,0.0,0.0
test:426,0.02580895461142063,0.022119326516985893,0.0,0.0,1.0,0.0
test:427,0.030951503664255142,0.03279354050755501,0.0,0.0,0.0,0.0
test:434,0.05270592123270035,0.04347672313451767,0.0,0.0,1.0,0.0
test:444,0.03306221589446068,0.028683586046099663,0.0,0.0,1.0,0.0
test:446,0.018311403691768646,0.0513102151453495,0.0,0.0,0.0,0.0
test:459,0.030198542401194572,0.02923225238919258,0.0,0.0,1.0,0.0
test:463,0.02182602882385254,0.01948607712984085,0.0,0.0,1.0,0.0
test:466,0.03662761300802231,0.03060600347816944,0.0,0.0,1.0,0.0
test:468,0.03339305520057678,0.021116528660058975,0.0,0.0,1.0,0.0
test:471,0.023951532319188118,0.027040980756282806,0.0,0.0,0.0,0.0
test:481,0.030039548873901367,0.036054398864507675,0.0,0.0,0.0,0.0
test:495,0.018087344244122505,0.04038495570421219,0.0,0.0,0.0,0.0
test:498,0.028557801619172096,0.03538614138960838,0.0,0.0,0.0,0.0
test:499,0.018387366086244583,0.01722164824604988,0.0,0.0,1.0,0.0
test:502,0.024602718651294708,0.01959232985973358,0.0,0.0,1.0,0.0
test:51,0.06707655638456345,0.08768194168806076,0.0,0.0,0.0,0.0
test:512,0.03575548529624939,0.029462872073054314,0.0,0.0,1.0,0.0
test:520,0.04351745918393135,0.03401812165975571,0.0,0.0,1.0,0.0
test:522,0.05341830104589462,0.04647373780608177,0.0,0.0,1.0,0.0
test:531,0.02410861849784851,0.03329966217279434,0.0,0.0,0.0,0.0
test:536,0.04030132666230202,0.024125711992383003,0.0,0.0,1.0,0.0
test:544,0.039825282990932465,0.03886754438281059,0.0,0.0,1.0,0.0
test:553,0.0492524690926075,0.004144221544265747,0.0,0.0,1.0,0.0
test:562,0.03134762495756149,-0.00046938774175941944,0.0,0.0,1.0,0.0
test:563,0.016066424548625946,0.02636353112757206,0.0,0.0,0.0,0.0
test:564,0.023504801094532013,0.02388399839401245,0.0,0.0,0.0,0.0
test:569,0.025261791422963142,0.019667865708470345,0.0,0.0,1.0,0.0
test:576,0.057423077523708344,0.04822539538145065,0.0,0.0,1.0,0.0
test:577,0.0268204677850008,0.030932102352380753,0.0,0.0,0.0,0.0
test:586,0.048097334802150726,0.011467620730400085,0.0,0.0,1.0,0.0
test:603,0.017806386575102806,0.026213843375444412,0.0,0.0,0.0,0.0
test:606,0.01397697813808918,0.026154667139053345,0.0,0.0,0.0,0.0
test:612,0.023135440424084663,0.025180598720908165,0.0,0.0,0.0,0.0
test:617,0.015448023565113544,0.024233145639300346,0.0,0.0,0.0,0.0
test:618,0.020447954535484314,0.015347568318247795,0.0,0.0,1.0,0.0
test:62,0.03568577021360397,0.018724555149674416,0.0,0.0,1.0,0.0
test:621,0.030074885115027428,0.02655061148107052,0.0,0.0,1.0,0.0
test:63,0.047407366335392,0.02268475852906704,0.0,0.0,1.0,0.0
test:630,0.04052482172846794,0.03396992012858391,0.0,0.0,1.0,0.0
test:635,0.03583819046616554,0.010334810242056847,0.0,0.0,1.0,0.0
test:640,0.03218264877796173,0.02387271448969841,0.0,0.0,1.0,0.0
test:641,0.10115951299667358,0.07151065021753311,0.0,0.0,1.0,0.0
test:646,0.05817950516939163,0.00962922815233469,0.0,0.0,1.0,0.0
test:65,0.0473291277885437,0.04762052372097969,0.0,0.0,0.0,0.0
test:652,0.028437476605176926,0.03517518192529678,0.0,0.0,0.0,0.0
test:660,0.019490843638777733,0.022974591702222824,0.0,0.0,0.0,0.0
test:662,0.03395037725567818,0.03360557556152344,0.0,0.0,1.0,0.0
test:665,0.027163514867424965,0.025861887261271477,0.0,0.0,1.0,0.0
test:668,0.024495305493474007,0.015869541093707085,0.0,0.0,1.0,0.0
test:675,0.04574866592884064,0.029057087376713753,0.0,0.0,1.0,0.0
test:68,0.045228905975818634,0.04819967597723007,0.0,0.0,0.0,0.0
test:680,0.02218613773584366,0.0185347069054842,0.0,0.0,1.0,0.0
test:684,0.02408626303076744,0.04044317454099655,0.0,0.0,0.0,0.0
test:691,0.07333496958017349,0.07758796215057373,0.0,0.0,0.0,0.0
test:692,0.03745220601558685,0.03848736733198166,0.0,0.0,0.0,0.0
test:693,0.03292861953377724,0.030070835724473,0.0,0.0,1.0,0.0
test:695,0.03462814912199974,0.02871314063668251,0.0,0.0,1.0,0.0
test:7,0.014029642567038536,0.015029540285468102,0.0,0.0,0.0,0.0
test:702,0.031053630635142326,0.03446730971336365,0.0,0.0,0.0,0.0
test:705,0.0218490082770586,0.02958369441330433,0.0,0.0,0.0,0.0
test:714,0.04728521406650543,0.03592139109969139,0.0,0.0,1.0,0.0
test:731,0.03701469302177429,0.0273133534938097,0.0,0.0,1.0,0.0
test:733,0.035845983773469925,0.03137714043259621,0.0,0.0,1.0,0.0
test:747,0.05074356868863106,0.04634206369519234,0.0,0.0,1.0,0.0
test:748,0.019002795219421387,0.01583894155919552,0.0,0.0,1.0,0.0
test:76,0.027228238061070442,0.016986127942800522,0.0,0.0,1.0,0.0
test:765,0.05672203004360199,0.048937827348709106,0.0,0.0,1.0,0.0
test:771,0.04232069477438927,0.041723981499671936,0.0,0.0,1.0,0.0
test:774,0.02276451140642166,0.022209906950592995,0.0,0.0,1.0,0.0
test:783,0.05469164624810219,0.05669013038277626,0.0,0.0,0.0,0.0
test:784,0.051401518285274506,0.05152948200702667,0.0,0.0,0.0,0.0
test:785,0.042697418481111526,0.04079759865999222,0.0,0.0,1.0,0.0
test:787,0.03477362170815468,0.022873124107718468,0.0,0.0,1.0,0.0
test:796,0.03309673070907593,0.052438121289014816,0.0,0.0,0.0,0.0
test:797,0.029906777665019035,0.028807969763875008,0.0,0.0,1.0,0.0
test:800,0.04440002143383026,0.05611683800816536,0.0,0.0,0.0,0.0
test:805,0.07015776634216309,0.03743727505207062,0.0,0.0,1.0,0.0
test:822,0.025489656254649162,0.05338691920042038,0.0,0.0,0.0,0.0
test:827,0.028239857405424118,0.02743643708527088,0.0,0.0,1.0,0.0
test:847,0.060160938650369644,0.012036568485200405,0.0,0.0,1.0,0.0
test:85,0.028989914804697037,0.04309558868408203,0.0,0.0,0.0,0.0
test:850,0.031679730862379074,0.036088570952415466,0.0,0.0,0.0,0.0
test:858,0.043654173612594604,0.0043746610172092915,0.0,0.0,1.0,0.0
test:863,0.04058244824409485,0.039898648858070374,0.0,0.0,1.0,0.0
test:869,0.02983703278005123,0.01264268346130848,0.0,0.0,1.0,0.0
